Step by step,Rating,Image Link,Count Rating,Title,Ingredients,Preparation Time,Finish Time
"Om de korianderhumus te bereiden doe je de kikkererwten, tahini, knoflook, 1 theelepel zout en paprikapoeder in een blender. Voeg 1 1/2 theelepel olijfolie, 1 eetlepel water, citroensap en de koriander toe. Pureer kort en krachtig tot het glad is, zet opzij.
|Roer met een garde het resterende water, wijnazijn, 2 theelepels olijfolie, suiker, snufje zout en de sesamolie in een kom, tot de suiker is opgelost. Voeg de komkommer, tomaat en rode ui toe. Roer de olie goed door de groenten.
|Besmeer twee plakken brood met de korianderhumus, en bestrooi met feta. Leg dan wat sla en de groentenmix erop. Schenk nog wat extra dressing erover naar smaak en leg de andere plak brood erop.
","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/f03e1e1f-3253-4737-a841-c749bc258ee8.jpg,(27),Korianderhumus en groenten sandwich,"1/2 (400g) blikje kikkererwten, uitgelekt en afgespoeld|2 eetlepels tahini|1 teentje knoflook, fijngehakt|1 theelepel zout|1 snufje paprikapoeder|1 1/2 theelepel olijfolie|1 eetlepel water|2 eetlepels vers citroensap|5 eetlepels gehakte verse koriander|4 eetlepels water|4 eetlepels rode wijnazijn|2 eetlepels extra-virgin olijfolie|2 eetlepels suiker|1 snufje zout|1/2 theelepel sesamolie|1/2 komkommer, dunne plakjes|1 grote tomaat, in plakjes|1 kleine rode ui, dunne ringen|4 plakken meergranen brood|50g feta kaas, verkruimeld|50g fijngesneden sla",35,35
"In een grote kom bloem, volkorenmeel, polenta en zout vermengen. Het gist in een aparte kom verbrokkelen en vermengen met warm water en warme melk. In het midden van het meel een kuiltje maken en het gistmengsel daarin schenken. Mengen tot het deeg pakt.|Als het deeg gepakt heeft op een licht bebloemd oppervlak leggen en in ong. 8 minuten glad en elastisch kneden. Een grote kom licht met olie invetten, het deeg erin leggen en een olielaagje geven. Met een vochtige doek afdekken en in ong. 1 uur tot een verdubbeld volume laten rijzen.|Het deeg neerslaan en op een licht bebloemd oppervlak leggen. Plat maken en voorzichtig pompoenpitten en sesamzaad erdoor kneden. Het deeg tot een rond brood vormen en op een licht met olie ingevette bakplaat leggen. Afdekken met een vochtige doek en in ong. 40 minuten tot verdubbeld volume laten rijzen.|Intussen de oven voorverwarmen op 200°C/gasstand 6.|Het brood met de resterende melk besmeren en bestrooien met zonnebloempitten. 30-35 minuten in de voorverwarmde oven bakken tot de bovenkant goudbruin is en de bodem hol klinkt als u er tegen tikt. Op een rooster laten afkoelen alvorens te serveren.","<span class=""mediumStar rating35""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/67b9b829-fb3e-4db0-a66a-ee5c0943002d.jpg,(7),"Volkorenbrood met sesamzaad, pompoen- en zonnebloempitten",200 gr bloem|175 gr volkorenmeel|4 eetlepels polenta|1 theelepel zout|15 gr verse (geperste) gist|100 ml warm water (45°C)|175 ml warme melk (45°C)|1 eetlepel pompoenpitten|1 eetlepel sesamzaad|2 eetlepels halfvolle melk|2 eetlepels zonnebloempitten,20,55
"Sprenkel in grote kom de gist in warm water om het zacht te maken; roer zodat het oplost. Voeg 2 eetlepels suiker, olie, 850 gr bloem en het zout toe. Meng tot het deeg wat stijver wordt en loskomt van de zijkanten van de kom. Leg het deeg op een met bloem bestoven bord en kneed het, voeg indien nodig kleine hoeveelheden bloem toe. Bageldeeg moet behoorlijk stijf zijn. Voeg zoveel extra bloem toe totdat het nog net goed gekneed kan worden. Kneed tot een glad en elastisch geheel gedurende 12-15 minuten.|Rol het deeg tot een bal, plaats deze in een grote geoliede kom, en draai om totdat de gehele bal van een laagje olie voorzien is. Dek af en laat volledig rijzen totdat je een indruk met je vinger kan maken, maar het deeg niet inzakt (ongeveer een uur).|Sla het deeg wat platter en verdeel in drieen, rol elk deel tussen je handpalmen tot een staaf. Snijd de staven in 4 gelijke stukken en vorm er ballen van. Maak van  de eerste bal weer een staaf, ongeveer 5 cm. langer dan je handpalm. Maak een ring met het deeg, met overlappende uiteinden, sluit deze aan door er met je handpalm over te rollen. Als het deeg niet goed rolt smeer er met je vinger  een druppel water op. Verdeel de bagels over 2 bakplaten meteen anti aanbaklaag of zeer licht geoliede bakplaten. Dek af en laat het staan tot het luchtig is, gedurende ongeveer 20 minuten.|Terwijl bagels rijzen, vul je een 4 liter pan voor 2/3e met koud water, voeg 1 eetlepel suiker toe en breng aan de kook. Als het water kookt doe je 2 of 3 bagels per keer in het kokend water en wacht tot ze naar boven komen drijven. Kook ze in totaal 1 minuut, terwijl je ze een keer omdraait.|Til elke bagel voorzichtig met een schuimspaan uit het water. Laat even uitlekken en rol ze om in een bakje met maanzaad, indien gewenst. Verdeel de bagels gelijkmatig over 2 bakplaten met antiaanbaklaag of zeer licht geoliede bakplaten.|Stoom ze in een voorverwarmde oven (260 C. / gasoven stand 9 totdat ze goed bruin zijn, gedurende ongeveer 20 minuten. Draai de bagels om wanneer de toppen bruin worden, en bak ze verder tot ze gaar zijn.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/67d1f079-b7b7-417b-ab92-96260df0c928.jpg,(159),Bagels voor dummies,500 ml warm water (45 graden Celsius)|1/2 (7 gr) zakje gedroogde actieve bakkersgist|2 eetlepels basterdsuiker|1 eetlepel plantaardige olie|1 kg bloem|1 eetlepel zout|1 eetlepel basterdsuiker|3 eetlepels maanzaad,50,"1,10"
"Was de krenten en rozijnen en laat ze 30 minuten in lauw water wellen. Dep droog met keukenpapier en meng met de sukade.|Meng de bloem en kaneel door een zeef in een grote kom. Maak een kuiltje in het midden van het meel en strooi hier de gist in en de suiker. Schenk er ongeveer 50 ml van het water bij en laat een paar minuten staan tot het gist begint te schuimen.|Voeg de rest van het water en de melk, 1 theelepel zout en de eieren toe aan het meel en roer tot er een samenhangend deeg ontstaat.|Strooi wat bloem op een schoon oppervlak en leg het deeg hierop. Voeg de krenten, rozijnen en sukade toe en kneed het deeg met je handen tot een elastisch deeg, dat niet meer aan je handen plakt.|Laat het deeg op een warme plek in de kom (afgedekt met een vochtige schone theedoek) 45 minuten tot 1 uur rijzen.|Vet een grote broodvorm (40 cm) in met boter.|Kneed het deeg nogmaals door en vorm van het deeg dan een langgerekte rol die in de broodvorm past.|Laat het deeg nogmaals op een warme plek in de vorm 45 minuten narijzen.|Verwarm de oven voor op 180°C.|Zet de broodvorm in het midden van de voorverwarmde oven en bak het brood in ongeveer 45 minuten gaar en donkerbruin (afhankelijk van je oven). Het brood moet stevig aanvoelen en hol klinken als je erop klopt.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/e8913e0c-393f-4d58-8bc3-4199ce01f1c9.jpg,(10),Krentenbrood van bakker Veerman,500 gr krenten|500 gr rozijnen|150 gr sukade|1 kilo tarwebloem|1 theelepel kaneel|4 zakjes (van 7gr) droge gist (of 100 gr verse gist)|2 theelepels suiker|250 ml water (lauwwarm)|250 ml melk (op kamertemperatuur)|1 theelepel zout|2 eieren,30,"3,30"
"Meng bloem, suiker, zout en gist samen. Mix boter, en dan water erdoorheen.|Draai deeg uit op een met bloem bestoven oppervlak en kneed het 20 min met de hand. Bestrijk het deeg met olie. Leg het in een grote kom, dek het af en laat het 1 uur rijzen.|Vorm bolletjes van het deeg en plaats ze op een ingevette bakplaat. Laat 45 min rijzen.|Bak ze in 12-14 minuten af in de oven op 200°C.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/94043506-3923-49a5-acc9-aaf5392ab3fb.jpg,(191),Ouderwetse witte broodjes,500g bloem|4 eetl suiker|2 1/2 theel zout|1 1/2 eetl droge gistkorrels|50g boter|350ml koud water|1 eetl plantaardige olie,40,"2,38"
"Verwarm de oven voor op 180 graden Celsius / Gasovenstand 4. Vet een bakblik (23x13cm) lichtjes in.|Meng de bloem, baksoda en zout in een grote kom.|Meng de boter en bruine suiker in een aparte kom door elkaar. Roer de eieren en geprakte bananen erdoor totdat alles goed gemengd is. Giet het bananenmengsel bij het bloemmengsel en roer door elkaar. Giet het mengsel in de cakevorm.|Bak 60-65 minuten in een voorverwarmde oven. Als je een prikker in de cake steekt die er schoon weer uitkomt, dan is de cake klaar. Laat 10 minuten afkoelen en haal de cake dan uit de vorm en laat hem op een rooster verder afkoelen.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/originalxl/0170e293-27e0-4938-8f4e-1816fe5d47ac.jpg,(12401),Bananen bananenbrood,250 gr bloem|1 tl baksoda|snufje zout|115 gr boter|115 gr bruine suiker|2 losgeklopte eieren|500 gr geprakte overrijpe bananen,15,"1,20"
De ingrediënten volgens de gebruiksaanwijzing van de fabrikant aan de broodmachine toevoegen. Kies het menu voor witbrood en druk op Start.,"<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/10c126bc-1e0a-4f4a-b644-f4453b93d38c.jpg,(1636),Jo's rozemarijnbrood,250ml water|3 eetlepels olijfolie|1 1/2 theelepel suiker|1 1/2 theelepel zout|1/4 theelepel gemengde Italiaanse kruiden|1/4 theelepel gemalen zwarte peper|1 eetlepel gedroogde rozemarijn|350 gr bloem|1 1/2 theelepel droog bakkersgist,10,3
"Meng 125 gram bloem met de suiker, zout, gist in een kom, meng goed door. Doe de melk en anijs extract in een kleine steelpan op laag vuur en warm dit op tot ongeveer 43 graden C. Maak een kuiltje in het midden van het bloemmengsel met je hand en schenk hier het melkmengsel in; meng met een ronddraaiende beweging met je hand de bloem door de melk. Meng de boter en eieren (een voor een) erdoor, en meng dan de rest van de bloem erbij tot het deeg samenhangend wordt.|Leg het deeg op een bebloemd oppervlak en kneed tot een soepel, elastisch deeg, in ongeveer 8 minuten. Dek af met een vochtige theedoek en laat het deeg 10 minuten rusten; snij het deeg in tweeën.|Rol elke deegbal op een bebloemd oppervlak tot een bal en vorm de ballen dan in 2 lange strengen van ongeveer 3,5 cm doorsnee en 45 tot 50 cm lang. Druk de twee uiteinden samen en draai de strengen om elkaar heen in een soort vlecht. druk de uiteinden samen en druk ze onder het brood (of: vorm er een ring van en druk de uiteinden aan elkaar)|Vet een bakplaat in, leg het brood op de ingevette bakplaat en dek af met een vochtige doek; laat rijzen tot het in volume is verdubbeld, ongeveer in 1 uur. Bestrijk het brood met losgeklopt ei en bestrooi met de gekleurde suiker.|Verwarm de oven voor op 175 graden C. Bak het brood in 20-25 minuten in de voorverwarmde oven gaar en goudbruin. Let aan het einde goed op dat het brood niet te bruin wordt. Leg het brood op een rooster om verder af te koelen.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/32684f47-1edb-4957-824d-27c8e08148c2.jpg,(32),Italiaans paasbrood (met anijssmaak),"375 gr bloem, apart te verwerken|50 gr suiker|6 gr zout|1 zakje (7 gr) droge gist|160 ml melk|1 theelepel anijs extract|30 gr boter op kamertemperatuur|2 eieren|1 ei, losgeklopt|1/2 eetlepel gekleurde suiker of andere versiersels",25,2
"Het gist in een kleine kom met warm water oplossen en in ong. 10 minuten romig laten worden.|In een grote kom gistmix, suiker, zout en de helft van de bloem goed mengen. Resterende meel er beetje bij beetje door kloppen tot een stijf deeg is gevormd. Het deeg in een licht met olie ingevette kom leggen, afdekken en tot verdubbeld volume laten rijzen.|De oven voorverwarmen op 230°C/gasstand 8. Een bakplaat licht invetten.|Het deeg op een licht bebloemde ondergrond leggen en in 12 bollen verdelen. Van elke bol een lange kabel maken en deze in pretzelvorm vouwen. Leg de pretzels op de ingevette bakplaat, een beetje losgeklopt ei erover smeren en met grof zout bestrooien.|Gedurende 12-15 minuten in de voorverwarmde oven goudbruin bakken.","<span class=""mediumStar rating35""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/2cfc0ea9-20eb-448b-b083-9ea293602506.jpg,(44),Pretzels,"1 1/2 theelepel droog bakkersgist|175 ml warm water (45°C)|1/2 theelepel ruwe basterdsuiker|1/4 theelepel zout|280 gr bloem|1 ei, geklopt|2 eetlepels grof zeezout",15,30
"Verkruimel de gist over de bloem in een kom. Bestrooi met 1 snufje suiker en een scheutje van de lauwe melk. Dek af en laat 1 uur rijzen op een warme plaats.|Verwarm de resterende melk en boter in een pan op laag vuur.|Meng alle overige ingrediënten, behalve de rozijnen. Meng ze door het gerezen deeg. Voeg tenslotte de rozijnen toe.|Bedek de kom en laat weer 1 uur op een warme plaats staan of totdat het in volume verdubbeld is.|Verwijder het deeg uit de kom en vorm er een rechthoekig brood van. Leg dit op een met een bakpapier bedekte bakplaat.|Bak 30-35 minuten in een voorverwarmde op 180 C / gasoven stand 4.|Bestrijk de stol onmiddellijk na het bakken met gesmolten boter en bestrooi royaal met poedersuiker.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/originalxl/bc9ef032-9da9-4be5-a595-bf99a3ed229d.jpg,(12),Traditionele stol,"1 kilo bloem|1 scheutje lauwe melk|1 snufje suiker|80 gr verse gist of 25 gr gedroogde actieve bakkersgist|200 gr suiker|350 ml lauwe melk|200 gr rozijnen|250 gr gepelde amandelen, grof gehakt|200 gr gekonfijte vruchtjes|1/2 eetlepel zout|250 gr boter|2 eierdooiers|2 eetlepels gesmolten boter|poedersuiker",25,55
"De oven voorverwarmen op 200°C/gasstand 6. Een bakplaat of bakvorm van 23x12 cm licht met bloem bestrooien. Bloem, volkorenmeel, zout, baksoda en 2 theelepels suiker in een kom zeven. De boter erdoor wrijven. Een kuiltje in het midden maken en hierin olie en karnemelk schenken. Met een spatel roeren tot de droge ingrediënten volledig vochtig zijn. Het deeg op een licht bebloemd oppervlak leggen en maximaal 1 minuut licht kneden. Het deeg in vorm kneden en op de bakplaat of in de bakvorm leggen. Met de vinger een kruis over de bovenkant trekken en de bovenkant insmeren met melk of karnemelk.|30 minuten in de voorverwarmde oven bakken. Het vuur verlagen naar 180°C/gasstand 4, de bakvorm omdraaien en nogmaals 30 minuten bakken.|Laat het brood op een rooster afkoelen alvorens het te snijden.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/4adceb23-cfc9-468f-a026-29ebd42da062.jpg,(77),Iers volkorenbrood,140 gr bloem|350 gr volkorenmeel|1 1/4 theelepel zout|1 1/4 theelepel baksoda|2 theelepels kristalsuiker (eventueel)|60 gr boter|450 ml karnemelk|4 el plantaardige olie,15,"1,15"
De ingrediënten volgens de gebruiksaanwijzing in de broodmachine doen. Selecteer het menu voor wit brood en druk op Start.,"<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/e707e1f3-1431-4c5f-8463-4a64d3a66c2f.jpg,(84),Witbrood,"285 ml warm water|1 eetlepel boter, op kamertemperatuur|1 eetlepel suiker|1 theelepel zout|400 gr bloem|2 eetlepels droge melkpoeder|1 zakje (7 gr) droog bakkersgist",5,"3,5"
Roer de gist en suiker door elkaar en voeg geleidelijk aan het warme water toe. Voeg ongeveer de helft van de bloem en het zout toe en kneed goed. Voeg de rest van de bloem langzaam toe om een stevig deeg te vormen. Kneed het in 5 tot 10 min glad en elastisch.|Wentel het deeg door een ingeoliede kom. Dek af met een theedoek en laat rijzen tot het in volume verdubbeld is (ongeveer 2 uur). Zorg dat de temperatuur rond de 30 C blijft tijdens het rijzen.|Vet twee 32x12cm broodvormen in.|Sla het deeg neer met een vuist en verdeel het in twee delen. Kneed het en vorm er vervolgens twee broden van en plaats deze in de broodvormen. Dek weer af en laat rijzen tot ze boven de rand gerezen zijn.|Verwarm oven voor op 180 C / gasstand 4.|Bak de broden in de voorverwarmde oven af gedurende 50 minuten.,"<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/d9fd683b-a621-489f-8fb8-517d3e57678e.jpg,(19),Spelt brood,2 (7g) zakjes droge gistkorrels|1 eetl suiker|800g spelt bloem|450ml warm water (45 C)|1 eetl zout,1,"1,50"
"In een kom meelsoorten en zout vermengen. Een kuiltje in het midden maken en daarin suiker en gist strooien. Het water er voorzichtig bij schenken. Laten staan tot het gist geactiveerd is (ong. 5 minuten).|2 eetlepels olie in het kuiltje schenken. Met een houten lepel alles vermengen. Werk in het begin vanuit het midden steeds verder naar de rand.|Het deeg op een met bloem bestrooid oppervlak leggen en kneden tot het net egaal is. Houd het deeg zacht. 1/2 theelepel olie in een schone kom schenken, het deeg in de kom leggen en door de olie wentelen. Afdekken en in 30-45 minuten tot verdubbeld volume laten rijzen.|Het deeg neerslaan. Een bakplaat met 1 theelepel olie invetten en het deeg op de bakplaat leggen. Voorzichtig tot een dikte van ong. 1,5 cm drukken. Besmeren met de resterende 1 1/2 theelepel olie. Om de 2,5 cm met een houten lepel kuiltujes in het deeg drukken. Bestrooien met rozemarijn en Parmezaanse kaas en in het midden van een koude oven schuiven. Een ondiepe schaal met heet water onder de bakplaat zetten en het deeg in 20-25 minuten tot verdubbeld volume laten rijzen.|De oven voorverwarmen op 190°C/gasstand 5.|De foccacia 20-25 minuten bakken tot de bovenkant bruin is. Van de bakplaat nemen en op een rooster laten afkoelen. Warm serveren.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/6991.jpg,(289),Foccacia met Parmezaanse kaas en rozemarijn,"200 gr patentbloem|200 gr tarwebloem|1 dessertlepel zout|1 eetlepel kristalsuiker|7 gr droog bakkersgist|300 ml warm water (45°C)|3 eetlepels extra virgin olijfolie, apart te verwerken|2 eetlepelks gehakte verse rozemarijn|2 eetlepels geraspte Parmezaanse kaas",45,"1,10"
