text,food
Original Heineken beer beer heineken onlyone amsterdam fun Heineken Experience,"['heineken', 'beer']"
\u2665\ufe0f the setup in our soon-to-be opened coffee store gallery bar at Spaarndammerstraat 34\u2026,['coffee']
Smoked chicken with chutney and hummus! From bagels_and_beans_den_haag so good! foodporn\u2026,"['chutney', 'hummus', 'beans']"
"Download the App, Saleapp and promote everything you love, like this awesome caff\xe8 Latte \u2615\ufe0f.\u2026",['latte']
"Just me, being a pretzel on an average Tuesday night at Hot Flow Jordaan\U0001f950 yogaeverydamnday\u2026",['pretzel']
What else would you be doing in Amsterdam?! \U0001f35f\U0001f64a\U0001f35f chipsandmayo chips foodie fat diet\u2026,['chips']
It was a sunny afternoon so we ran to Vondelpark to take advantage while it lasted. Tapas for\u2026,['tapas']
Ultimate forever favourite lunch is and will always be avocado toast with a boiled or poached\u2026,"['avocado', 'toast']"
"Because organising Amsterdam Cocktail Week wasn't busy enough, let's fly to London for a day and\u2026",['cocktail']
dutch noms [young amsterdam gin (#jongejenever); aspic of crayfish and dutch shrimp w/\u2026,"['gin', 'shrimp']"
Ebb and Flow by photowaynequilliam photography seaweed sea ocean ocean\U0001f30a\u2026,['seaweed']
First outside coffeeee whoop \U0001f388 Enjoy this gorgeous day \U0001f44b\U0001f3fc\U0001f44b\U0001f3fc trakterenkoffie coffee\u2026,['coffee']
\U0001f37b \U0001f37b Heineken Experience,['heineken']
"No muy fan ehhh!!! (@ Heineken Experience - in Amsterdam, Noord-Holland w/",['heineken']
When in Amsterdam ... heinekenexperience Heineken Experience,['heineken']
Pretty views from the rooftop of the Heineken Experience \U0001f305 heineken heinekenexperience\u2026,['heineken']
Gained a few after all the airplane food. (And biryani rice.. and bread.. and baklava in\u2026,"['rice', 'bread', 'baklava', 'rice bread']"
"I'm at Heineken Experience - in Amsterdam, Noord-Holland",['heineken']
Umami fries &amp; Peruvian Beef Thriller... welcome to Netherlands?? (at in Amsterdam),['beef']
Cappuccino in the 'dam \U0001f44c\U0001f3fb\u2615\ufe0f cappuccino cafedeward sunny love coffee Cafe de Waard,"['cappuccino', 'coffee']"
- We build frontend developer communities with pizza and beer!\u2026,"['pizza', 'beer']"
Amazing apple pie!! Yummy \U0001f60b amsterdam followyourarrow dnatatravel applepie Puccini,"['apple', 'pie', 'apple pie']"
"\U0001f934\U0001f3fe\U0001f60e\U0001f926\U0001f3fe\u200d\u2642\ufe0f Spill the juice , while I pour us some shady tea \u2615\ufe0f",['tea']
"Cerita kangen akan Vietnam: What I Miss from Vietnam, coffee and friendship",['coffee']
Went to the museum today. Really enjoyed this painting of asparagus. asparagus whiteasparagus\u2026,['asparagus']
Cycle of Art in Amsterdam photowaynequilliam photography seaweed\u2026,['seaweed']
WHEN BAE IS LATE FOR TEA portrait theportraitpr0ject theportraitcentral portraitphotography\u2026,['tea']
"Orange tulips at my place, hoping for a bright and positive future of this small country.\u2026",['orange']
"Cool atmosphere, tasty coffee... amsterdam filtercoffee white label coffee",['coffee']
My favourite place to get the best Red Velvet Cake dedriegraefjes in Amsterdam. redvelvetcake\u2026,['cake']
Time to have a heineken with my buddy Rembrandt in amsterdam cheers! netherlands,['heineken']
"Aloo gobhi (cauliflower and potatoes) to go with daal (lentil) and chapati for dinner.. easy,\u2026","['cauliflower', 'potatoes', 'chapati']"
Don't wine. Go and vote elections verkiezingen dutchelections holland nederland\u2026,['wine']
Creamy smooth IPA. Lots of tropical fruit. 8% well hidden. Dri... (Amun (Omnipollo Brewed)) photo,['fruit']
Anselmo Bucci (1887-1955) Partenza per Siviglia Oil on board 1927 A dear gift from a dear\u2026,['oil']
Trend Alert: 'Donald Duck'. More trends at trndnl,['duck']
It feels like Summer \u2600\ufe0f!!! lunchbreak Summer healthy lunch plantbased avocado\u2026,['avocado']
Wow this is chocolate chocolat chocolade chocolatecake patisserie taart 15maart\U0001f4e3 noah\u2026,['chocolate']
Love sunny skies &amp; boat watching on the water in amsterdam. Back at cafe Depont. The line to\u2026,['water']
"Finally some bangin' as breakfast!! (@ The Pancake Corner in Amsterdam, Noord-Holland)",['pancake']
"Delicious fresh Bread! With tasty Meat, Chicken, Spicy egg, Shrimp or Vegetarian Dishes!\u2026","['bread', 'meat', 'egg', 'shrimp', 'vegetarian']"
's crazy nice CB750. Built by pancake_customs Rusty Gold MotorShop,['pancake']
"My happiness when I found the beautiful wild spinach or Kashmiri Palak as I know it, was\u2026",['spinach']
The goodlife :))) Heineken Experience,['heineken']
Back to sushi. ichi-E,['sushi']
Well sometimes I go out by myself and I look across the water The Fault in Our Stars Bench,['water']
Where else in the world? \U0001f602\U0001f602\U0001f602 nagyember amsterdam hamburger burgerbitch netherlands funny\u2026,['hamburger']
\u2488 Chuck Berry \u2489 ikvertrek \u248a psvvit \u248b spaher \u248c janzenenvandijk 2017/3/18 23:31 CET trndnl,['berry']
lebigfish today's Oyster Special Tokyo Style. 3 till 7 PM foodhallen De Foodhallen,['oyster']
Champagne time \U0001f942#champagne time amsterdam holidays 2017 instamoment instafood instadrinks\u2026,['champagne']
Grote blij! Erg lekker! - Drinking a Noa Pecan Mud Cake Stout King - The Number Of The Beast - photo,['cake']
"Bitterballen, vodka and coke ... Dinner in Amsterdam .. I'm meant to be nearer half way around\u2026",['bitterballen']
427 users and 440 tweets (249 RTs) in 30 minutes made 'Turkey-Netherlands 3-0 - Dutch' a Trending Topic in Netherlands. trndnl,['turkey']
"345,250 people could have seen 'Turkey-Netherlands 3-0 - Dutch' since its 1st mention until it became a Trending Topic. trndnl",['turkey']
Top3Apps for 'Turkey-Netherlands 3-0 - Dutch' Google 43% Twitter for iPhone 21% Twitter for Android 10%,['turkey']
iamsterdam heinekenexperience had a couple of beers at 6am Panama time...loved it! Heineken\u2026,['heineken']
\U0001f62e The Bulldog Coffee Shop,['coffee']
Fabulicious! Dark butterscotch chocolate with an after dinner ... (Barrel Project 10/2017) photo,"['butterscotch', 'chocolate']"
"Indian-Italian inspired dinner tonight. Shrimp cooked in pesto, tomato, lime, and fresh\u2026","['shrimp', 'pesto', 'tomato', 'lime']"
Reliving the past with a much-needed dose of fresh stroopwafel \U0001f60c . . . Amsterdam stroopwafels\u2026,['stroopwafel']
\U0001f37b Heineken Experience,['heineken']
Back to memory lane! peugeot 504 coupe Bagels &amp; Beans IJburg Amsterdam,['beans']
WE HAVE CANDY . ootdmenindo ootdfashion christiangertsen medan allsaints mensblogger\u2026,['candy']
Stairway to heaven Apple Store Amsterdam,['apple']
Brew Enjoy Empty Repeat \U0001f37a\U0001f37b heineken heinekenexperience amsterdam amsterdamcity\u2026,['heineken']
Flatbread with humus! And a perfect cardamom chai latte! teabar chailatte cardamom lunch\u2026,"['flatbread', 'latte']"
Probably the best brewery I've ever been to even though they don't brew here anymore Heineken\u2026,['heineken']
We had a blast at the coffee shop party last night... on to tonight\u2026,['coffee']
"I'm at Roopram Roti in Amsterdam, Netherlands",['roti']
"Money money honey \U0001f4b0 \U0001f64f\U0001f648\u2764\U0001f60d (at in Amsterdam, Noord-Holland)",['honey']
Nigiri of Hida Gyu Beef taikorestaurant Beef we use !! nigiri hidagyu\u2026,['beef']
mykindofsunday morning.. yoga followed by a nice glass of cinnamonclove and ginger tea\u2026,"['ginger', 'tea']"
Lazy sunday \U0001f60a coffee thee babyshower hupsakee Sunday Market Westerpark,['coffee']
TweetWhatYouEat Belgian onion and beef stew with St. Bernardus Abt 12. But first ... (Hoptopussy),"['onion', 'beef', 'stew']"
"Dutch pancakes bacon bananas Amsterdam, Netherlands",['bacon']
Oyster Ceviche lebigfish oysters foodhallen Sunday Special De Foodhallen,"['oyster', 'ceviche']"
I was this close to having coffee with the Royals LOL Palace amsterdam Netherlands2017,['coffee']
Fun Museo Cheese Amsterdam,['cheese']
"This is really a time capsule from year, 1965. Mint condition Ludwig Jazz Festival 14"" x 5"" in\u2026",['mint']
"Still hungry (what's new), and craving this beautiful burrata and beetroot creation\u2026",['beetroot']
Day 1 of Amsterdam Cocktail Week and we're hitting town with the one and only Simon Difford!! \U0001f680\U0001f378\u2026,['cocktail']
Fashion nirvana venndiagram Coffee Company Berenstraat,['coffee']
"Having a salad for lunch, but thinking about this amazing cup of fries from Moeke's in\u2026",['salad']
Tartine country rye sourdough bread moonscape sourdough tartine\u2026,"['sourdough', 'bread']"
Heinekin experience in dam with these lovely people\U0001f341\U0001f37a\U0001f468\u200d\U0001f468\u200d\U0001f467\u200d\U0001f467 Heineken Experience,['heineken']
Birrita. Heineken Experience,['heineken']
"Download the App, Saleapp and promote everything you love, like this awesome caff\xe8 Latte \u2615\ufe0f.\u2026",['latte']
The finest cookie in Europe is an expression that should not be mentioned to loudly... the\u2026,['cookie']
spring is here. The first cup of espresso enjoyed outside on a terrace. coffee scandinavian\u2026,"['espresso', 'coffee']"
"I'm at Piadina Bar in Amsterdam, North Holland",['piadina']
Boom Boom Sausage time! De Foodhallen,['sausage']
When you get involved and lucky to taste amazing drinks. coffee cocktails mixology amsterdam\u2026,['coffee']
"I want to ride my bicycle (and eat cheese) Amsterdam, Netherlands",['cheese']
Bottoms up tonight I drink to you and I 'cause with the morning comes the rest of my life beer\U0001f37b\u2026,['beer']
Say Cheese! Amsterdam rondleiding kijklens Singel,['cheese']
Fuck you very very much \U0001f595\U0001f595\U0001f595 world selfie swag sexy interesting london Paris turkey\u2026,['turkey']
Late Lunch \U0001f374 (@ Wok Inn),['wok']
"Ebi tempura and sticky rice. \U0001f364\U0001f35a\u2728 Amsterdam, Netherlands","['tempura', 'rice']"
 milk,['milk']
"""BLACKMAN"" THE NEW SUPER HERO! Coming soon to The Mark Curry Show!..he was raised on free\u2026",['curry']
"Nice coffee, nice people, nice place! Fantastic! amsterdam filtercoffee Lot\u2026",['coffee']
Poppin' champagne on a Tuesday morning like nobody's business. Net getekend bij themissingsync &amp;\u2026,['champagne']
"Nice antidote to an ""eventful"" evening. Vegan cheese sammich then cats aplenty! De Poezenboot",['cheese']
Don't wine. Go and vote elections verkiezingen dutchelections holland nederland\u2026,['wine']
Roasted kalettes (flower sprouts) with vine cherry tomatoes and garlic. simplicity\u2026,"['sprouts', 'cherry', 'garlic']"
Serious diy stuff tonight... . . potatoes aardappels groeizak growbag growingbag\u2026,['potatoes']
Special day for Noah! huizevanwely chocolate sweet jewordtmaareenkeertwintig noah birthday\u2026,['chocolate']
"I'm at Heineken Experience - in Amsterdam, Noord-Holland",['heineken']
Let's get some tea and a bunch of flowers morning teatime secretplaces amsterdam Friday\u2026,['tea']
Shisha \u25b2 Liqa \u25b2 Ballonnen \u25b2 Dj's \u25b2 Candy girls \u25b2 Only at Wednesday in Amsterdam club John Doe\u2026,['candy']
Our Portobello with goat-cheese is magical BurgerBar vega magic burgers goatcheese yummie\u2026,"['goat', 'cheese']"
"I'm at Heineken Experience - in Amsterdam, Noord-Holland",['heineken']
"Healthy and bright, a warm chili chicken@salad from to fill me up before heading to\u2026","['salad', 'chicken salad']"
Searching for the apple. I only find a boozy Barley.... (Barrel Project 11/2017) photo,['apple']
"Disappointed so little orange, in fact no taste at all I can find, liquorice o... (Tropic Thunder)",['orange']
\u2488 wnlopzondag \u2489 heefey \u248a Chuck Berry \u248b dtvk \u248c matchday 2017/3/19 10:27 CET trndnl,['berry']
I made a new friend yesterday at the ice bar \U0001f43b\u2744\u26c4\U0001f37a TourLife Amsterdam Beer AndBear Icebar\u2026,['beer']
\u2488 heefey \u2489 dtvk \u248a businessclass \u248b Chuck Berry \u248c Buitenhof 2017/3/19 12:06 CET trndnl,['berry']
Trying a new place for food (@ Rancho Steak Argentina Grill),['steak']
The avocado bowl sla in amsterdam with a energizing juice! . . . . . . bowlfood bowls vegan\u2026,['avocado']
the 1st mention of 'Turkey-Netherlands 3-0 - Dutch' appears on your TL. Now is Trending Topic in Netherlands! trndnl,['turkey']
Hanging with Ian my new untapped beer buddy - Drinking a Wild Princess at - photo,['beer']
HighAsFUCK \U0001f33f\U0001f340\U0001f6ac The Bulldog Coffee Shop,['coffee']
"Beers, bridges, bikes and bitterballen. Amsterdaaaaaaiiiim! Holland Amsterdam bestcity",['bitterballen']
A small detour for some bread. For the heck of it. (@ Heineken Bakery),"['bread', 'heineken']"
Bread and cheese! Can you name a more iconic duo? 9gag Amsterdam Crema HTC10 Dutch\u2026,"['bread', 'cheese']"
"P2, vegan style (hummus &amp; stuff) litedark urbanfood healthy fresh energizing organic food\u2026",['hummus']
Coffee around the corner from annefrankhouse_official amsterdam - such a sad story; so much to\u2026,['coffee']
"At last, I found something really tasty at the heart of Amsterdam! Finished this sirloin steak all by myself because it's so tender, juicy and well marinated with yummy sauce!! \U0001f60b\U0001f60b\U0001f60b\U0001f60b\U0001f60b\U0001f60b . Cost \u20ac14.95 #travelinamsterdam #travelinholland #amsterdamfood #debijenkorf #holland #steak #amsterdam #instafood #LOVES_NETHERLANDS","['steak', 'sauce']"
\U0001f419\U0001f420\U0001f41f\U0001f421\U0001f42c\U0001f433\U0001f982 #aboutlastnight #sushi #sushifiest #foodporn #bestsushiintown #amsterdamfood #ladiesnight,['sushi']
Feasting at #foodhallen with @michaelheslop - possibly #amsterdam best kept #secret? #friedchicken #softshellcrab #dumplings #foodfestival #amsterdamfood #chicken #shrimp #yakatori #buns #gin #tonic #saturdayfeasts #streetfood #theburpabroad burpabroad,"['shrimp', 'gin']"
Fantastic Asian food in Amsterdam! @eat_mode_ . #asianfood  #amsterdam #asianfoodamsterdam #amsterdamfood #foodie #foodster #foodstagram #instafood #instatravel #springrolls #noodles #sushi #maki #sushiholic #healthy #delicious #travelblog #blogpost #thebeautyremaining,"['noodles', 'sushi']"
"Bout to get high right now. Space cake, Ak47, O.G kush and O.Z kush \U0001f60d\U0001f32c\U0001f4a8\U0001f497\U0001f496 #blessed #grateful #gratitude #love #abundance #positivity #positivevibes #positiveenergy #positivethinking #amsterdam #amsterdamlife #amsterdamfood #amsterdamweed #spacecakes #highlife",['cake']
Rice paper rolls...yum yum yum #gf #glutenfritt #glutenvrij #glutenfri #glutenfree #glutenfrei #nogluten #glutenfreeeatingout #amsterdam #amsterdamfood #defoodhallen #nom #ricepaperrolls #ricepaper  #cleaneating #instafood #instaglutenfree #nom #eeeeeats #food #coeliac #celiac,['rice']
FEBO Vending Machine: Kroketten  #dutchfood #amsterdam #vendingmachine #food #amsterdamfood #vendingmachinefood #kroketten #croquette #febo #huisgemaakt #febodelekkerste #lekkerste #instafood #foodstagram #latergram,['croquette']
I have to say the lemon haze was banging from here \U0001f34b\U0001f525\U0001f32c\U0001f4a8\U0001f60d\U0001f496\U0001f4af #coffeeshopvondel #coffeshopsamsterdam #amsterdam #appreciation #amsterdamcity #amsterdamfood #amsterdamlife #amsterdamliving #happiness #blessed #highlife #positivity #peaceofmind #travelling #goodlife #gratitude #abundance #grateful #love,['lemon']
#sodeju wat lekker gegeten. #afrikaans #caribbean #indisch #terlalu #likkebarend #lekker is daar uitgevonden. Ik weet had beloofd iedereen mee te nemen maar was per ongeluk in #amsterdamzuidoost en kon t niet laten @worldoffoodamsterdam #GO #dontforget #monrovia #food #nice #lady #delicious #fried #fish #foodheaven #foodgasm #amsterdamfood #bijlmerlife #amsterdamlife best #foodmarket #greenegg #barbeque,['fish']
